SEQN,RIAGENDR,RIDAGEYR,RIDRETH1,RIDEXPRG,SIALANG
69061,2,49,3,,1
69062,2,70,5,,1
69063,1,2,1,,2
69064,2,6,4,,1
69065,1,28,5,,1
69066,1,74,3,,1
69067,1,53,5,,1
69068,2,39,5,1,1
69069,1,11,4,,1
69070,2,4,5,,2
69071,1,4,5,,1
69072,2,0,5,,1
69073,2,3,5,,1
69074,1,19,1,,1
69075,1,2,4,,1
69076,1,18,3,,1
69077,2,58,1,,1
69078,2,59,2,,1
69079,1,32,3,,1
69080,1,16,4,,1
69081,2,23,4,2,1
69082,1,8,1,,1
69083,1,14,3,,1
69084,1,2,4,,1
69085,2,49,2,,2
69086,2,25,3,2,1
69087,2,15,3,,1
69088,2,67,2,,2
69089,1,61,4,,1
69090,1,2,3,,1
69091,1,52,3,,1
69092,2,0,3,,1
69093,1,16,5,,1
69094,1,3,3,,1
69095,1,1,1,,1
69096,1,12,4,,1
69097,1,31,2,,2
69098,1,14,1,,1
69099,1,6,4,,1
69100,2,77,4,,1
69101,1,58,2,,2
69102,2,61,2,,1
69103,1,22,4,,1
69104,1,5,1,,2
69105,1,55,2,,2
69106,2,0,5,,1
69107,1,69,4,,1
69108,1,30,3,,1
69109,1,1,1,,2
69110,2,56,1,,1
69111,1,9,3,,1
69112,2,23,5,2,1
69113,2,8,3,,1
69114,2,37,3,2,1
69115,1,79,4,,1
69116,1,14,3,,1
69117,1,28,4,,1
69118,1,11,5,,1
69119,1,16,4,,1
69120,2,39,4,2,1
69121,2,5,5,,1
69122,1,16,4,,1
69123,2,63,3,,1
69124,2,19,5,,1
69125,2,49,3,,1
69126,1,3,3,,1
69127,1,8,3,,1
69128,1,8,4,,1
69129,1,18,2,,2
69130,1,47,3,,1
69131,2,25,5,2,1
69132,1,6,4,,1
69133,2,1,4,,1
69134,2,2,4,,1
69135,1,40,5,,1
69136,2,36,1,2,2
69137,1,56,4,,1
69138,2,16,3,,1
69139,2,17,2,,1
69140,1,80,3,,1
69141,1,80,4,,1
69142,1,72,3,,1
69143,2,10,4,,1
69144,2,71,2,,1
69145,1,18,1,,1
69146,1,41,5,,1
69147,1,39,5,,1
69148,1,5,3,,1
69149,1,62,4,,1
69150,2,6,4,,1
69151,1,57,3,,1
69152,1,21,4,,1
69153,1,10,4,,1
69154,1,66,3,,1
69155,2,9,3,,1
69156,1,12,3,,1
69157,2,21,3,3,1
69158,1,44,3,,1
69159,2,22,2,2,2
69160,1,17,1,,1
69161,1,20,3,,1
69162,1,72,2,,2
69163,2,10,5,,1
69164,2,80,3,,1
69165,1,72,5,,1
69166,1,60,4,,1
69167,2,80,3,,1
69168,1,75,4,,1
69169,1,10,4,,1
69170,2,51,1,,2
69171,2,40,2,2,2
69172,2,65,1,,1
69173,1,14,4,,1
69174,2,12,4,,1
69175,2,32,2,2,1
69176,2,57,4,,1
69177,1,66,3,,1
69178,2,28,5,2,1
69179,2,14,4,,1
69180,2,1,4,,1
69181,2,37,3,2,1
69182,2,8,2,,2
69183,1,6,1,,1
69184,1,56,3,,1
69185,1,60,2,,2
69186,1,5,4,,1
69187,2,22,2,2,2
69188,2,8,5,,1
69189,1,3,4,,1
69190,2,80,4,,1
69191,1,0,1,,2
69192,2,0,5,,1
69193,2,12,2,,2
69194,2,6,4,,1
69195,2,10,3,,1
69196,1,27,5,,1
69197,2,2,1,,2
69198,2,13,1,,2
69199,1,60,5,,1
69200,1,34,5,,1
69201,2,44,5,2,1
69202,1,9,1,,2
69203,2,66,4,,1
69204,2,16,3,,1
69205,2,47,5,,1
69206,1,80,2,,2
69207,2,30,4,2,1
69208,2,80,3,,1
69209,2,47,3,,1
69210,1,23,4,,1
69211,1,0,5,,1
69212,1,38,1,,2
69213,2,47,3,,2
69214,2,0,4,,1
69215,2,9,1,,1
69216,1,35,4,,1
69217,2,16,5,,1
69218,2,2,1,,2
69219,1,4,2,,2
69220,2,21,5,1,1
69221,2,51,5,,1
69222,1,6,3,,1
69223,1,24,3,,1
69224,2,59,2,,2
69225,2,17,1,,1
69226,2,10,4,,1
69227,2,62,4,,1
69228,1,17,3,,1
69229,1,43,3,,1
69230,2,8,1,,1
69231,1,10,4,,1
69232,1,0,2,,1
69233,2,2,3,,1
69234,1,8,4,,1
69235,2,3,5,,1
69236,1,33,3,,1
69237,2,49,2,,1
69238,2,5,3,,1
69239,2,19,5,,1
69240,2,7,5,,1
69241,1,36,5,,1
69242,1,25,2,,2
69243,2,45,3,,1
69244,2,10,4,,1
69245,2,29,4,2,1
69246,1,19,5,,1
69247,2,80,5,,1
69248,2,43,5,2,1
69249,1,34,4,,1
69250,2,56,4,,1
69251,2,5,1,,2
69252,1,11,1,,2
69253,2,45,2,,2
69254,1,4,1,,2
69255,1,80,3,,1
69256,1,56,5,,1
69257,2,25,4,2,1
69258,2,51,4,,1
69259,1,30,5,,1
69260,2,3,5,,1
69261,2,51,3,,1
69262,2,2,1,,1
69263,1,73,1,,1
69264,1,69,4,,1
69265,2,11,1,,1
69266,1,27,4,,1
69267,1,29,3,,1
69268,2,11,4,,1
69269,1,16,3,,1
69270,1,66,5,,1
69271,1,1,1,,1
69272,2,43,2,2,2
69273,1,5,4,,1
69274,2,21,4,2,1
69275,1,13,4,,1
69276,1,16,1,,1
69277,1,24,5,,1
69278,2,78,4,,1
69279,2,58,3,,1
69280,2,80,3,,1
69281,1,3,3,,1
69282,2,19,3,,1
69283,2,73,4,,1
69284,1,53,2,,1
69285,2,26,3,2,1
69286,1,39,5,,1
69287,1,54,3,,1
69288,2,69,4,,1
69289,2,5,2,,2
69290,2,1,1,,2
69291,1,0,5,,1
69292,1,12,3,,1
69293,1,9,3,,1
69294,1,5,4,,1
69295,1,49,3,,1
69296,2,6,5,,1
69297,2,7,2,,1
69298,1,1,4,,1
69299,1,72,4,,1
69300,1,23,4,,1
69301,2,64,3,,1
69302,2,14,4,,1
69303,2,12,1,,1
69304,1,11,3,,1
69305,1,14,4,,1
69306,2,0,4,,1
69307,1,58,4,,1
69308,1,12,4,,1
69309,2,45,5,,1
69310,2,18,2,,2
69311,2,16,1,,1
69312,2,6,2,,1
69313,1,1,4,,1
69314,1,50,4,,1
69315,1,11,3,,1
69316,2,17,5,,1
69317,2,3,4,,1
69318,1,4,4,,1
69319,1,42,4,,1
69320,2,58,1,,2
69321,1,55,4,,1
69322,1,34,3,,1
69323,1,63,4,,1
69324,1,42,3,,1
69325,2,36,5,2,1
69326,2,2,5,,1
69327,2,10,3,,1
69328,2,71,5,,1
69329,2,50,3,,1
69330,2,24,4,2,1
69331,2,13,4,,1
69332,1,15,4,,1
69333,2,76,5,,1
69334,2,58,3,,1
69335,1,54,5,,1
69336,1,30,3,,1
69337,2,23,4,2,1
69338,2,13,1,,1
69339,1,22,1,,2
69340,1,14,5,,1
69341,1,6,1,,2
69342,1,23,4,,1
69343,1,20,3,,1
69344,1,21,4,,1
69345,1,11,3,,1
69346,1,18,2,,2
69347,1,49,3,,1
69348,2,13,3,,1
69349,1,74,3,,1
69350,2,77,4,,1
69351,2,31,3,2,1
69352,1,0,1,,1
69353,2,2,4,,1
69354,1,42,1,,2
69355,2,27,2,2,1
69356,2,62,4,,1
69357,1,8,4,,1
69358,1,11,3,,1
69359,1,8,4,,1
69360,2,0,5,,1
69361,1,66,4,,1
69362,1,5,4,,1
69363,2,22,1,2,1
69364,2,11,1,,2
69365,2,59,3,,1
69366,2,73,3,,1
69367,1,2,3,,1
69368,1,52,4,,1
69369,1,66,4,,1
69370,1,17,1,,1
69371,1,32,4,,1
69372,1,24,4,,1
69373,2,20,3,2,1
69374,2,52,2,,2
69375,1,40,3,,1
69376,1,19,3,,1
69377,1,70,5,,1
69378,2,20,2,2,2
69379,1,30,3,,1
69380,1,20,2,,1
69381,1,6,2,,1
69382,1,6,5,,1
69383,2,10,5,,1
69384,1,7,4,,1
69385,1,12,5,,1
69386,1,52,5,,1
69387,1,25,3,,1
69388,1,61,1,,1
69389,2,22,2,2,1
69390,1,62,3,,1
69391,2,52,1,,1
69392,1,35,5,,1
69393,1,33,4,,1
69394,2,25,4,2,1
69395,1,25,4,,1
69396,1,10,4,,1
69397,1,46,4,,1
69398,1,3,4,,1
69399,1,58,4,,1
69400,1,45,4,,1
69401,1,0,1,,2
69402,2,59,5,,1
69403,1,61,3,,1
69404,1,57,4,,1
69405,1,59,3,,1
69406,1,16,5,,1
69407,1,14,5,,1
69408,2,16,1,,1
69409,2,50,4,,1
69410,2,46,4,,1
69411,1,75,3,,1
69412,2,75,3,,1
69413,2,50,4,,1
69414,2,4,3,,1
69415,2,15,1,,1
69416,1,2,5,,1
69417,1,27,3,,1
69418,1,71,3,,1
69419,1,57,4,,1
69420,2,80,3,,1
69421,2,68,3,,1
69422,2,37,4,2,1
69423,1,6,3,,1
69424,1,4,4,,1
69425,2,66,5,,1
69426,2,14,5,,1
69427,1,44,4,,1
69428,2,42,3,2,1
69429,2,18,1,,1
69430,2,67,5,,1
69431,2,79,4,,1
69432,1,0,4,,1
69433,1,53,1,,2
69434,2,43,1,2,1
69435,2,80,3,,1
69436,1,46,4,,1
69437,2,6,3,,1
69438,1,16,3,,1
69439,1,67,4,,1
69440,1,3,5,,1
69441,2,9,3,,1
69442,1,19,4,,1
69443,2,29,5,2,1
69444,2,2,4,,1
69445,2,41,4,2,1
69446,1,25,1,,2
69447,2,13,4,,1
69448,1,3,4,,1
69449,1,46,4,,1
69450,2,39,3,2,1
69451,1,67,4,,1
69452,2,56,3,,1
69453,2,54,3,,1
69454,2,13,4,,1
69455,2,80,3,,1
69456,1,52,4,,1
69457,1,80,3,,1
69458,1,60,3,,1
69459,2,62,1,,1
69460,1,50,2,,2
69461,2,13,5,,1
69462,2,36,4,2,1
69463,1,20,3,,1
69464,1,39,3,,1
69465,2,50,3,,1
69466,2,8,5,,1
69467,1,3,3,,1
69468,1,69,4,,1
69469,1,0,1,,2
69470,2,4,1,,2
69471,2,72,3,,1
69472,1,38,4,,1
69473,1,79,4,,1
69474,2,66,2,,2
69475,2,24,4,2,1
69476,2,0,4,,1
69477,1,0,1,,2
69478,2,46,3,,1
69479,2,47,1,,2
69480,2,1,4,,1
69481,2,0,1,,2
69482,2,3,1,,1
69483,1,4,5,,1
69484,1,17,1,,2
69485,1,0,3,,1
69486,2,67,4,,1
69487,1,21,5,,1
69488,2,65,3,,1
69489,2,62,5,,1
69490,1,0,3,,1
69491,2,67,2,,2
69492,2,15,4,,1
69493,2,17,4,,1
69494,2,37,3,2,1
69495,2,22,5,2,1
69496,2,9,4,,1
69497,1,26,5,,1
69498,1,31,3,,1
69499,2,42,3,2,1
69500,1,19,3,,1
69501,2,0,3,,1
69502,2,50,3,,1
69503,2,44,3,2,1
69504,1,54,5,,1
69505,1,60,3,,1
69506,1,80,3,,1
69507,2,8,5,,1
69508,1,37,1,,2
69509,1,62,2,,2
69510,1,19,5,,1
69511,2,65,4,,1
69512,1,17,3,,1
69513,1,46,4,,1
69514,1,57,4,,1
69515,1,63,4,,1
69516,1,74,3,,1
69517,1,0,4,,1
69518,2,2,4,,1
69519,2,22,4,2,1
69520,1,22,3,,1
69521,1,74,3,,1
69522,2,25,3,2,1
69523,1,56,3,,1
69524,2,61,4,,1
69525,2,44,4,2,1
69526,1,19,3,,1
69527,1,25,3,,1
69528,1,80,1,,1
69529,1,7,3,,1
69530,2,9,3,,1
69531,1,28,3,,1
69532,2,47,5,,1
69533,2,20,3,2,1
69534,2,29,4,2,1
69535,1,16,5,,1
69536,2,57,3,,1
69537,1,49,3,,1
69538,2,19,2,,1
69539,1,80,3,,1
69540,2,45,4,,1
69541,1,20,3,,1
69542,2,40,3,3,1
69543,2,9,4,,1
69544,2,16,1,,2
69545,2,17,3,,1
69546,1,26,5,,1
69547,1,73,4,,1
69548,2,7,4,,1
69549,2,66,1,,1
69550,1,58,4,,1
69551,2,12,4,,1
69552,2,64,1,,1
69553,2,70,2,,2
69554,1,6,4,,1
69555,2,11,4,,1
69556,1,59,4,,1
69557,2,0,1,,1
69558,2,27,3,2,1
69559,2,8,1,,2
69560,1,26,2,,2
69561,2,19,4,,1
69562,1,80,3,,1
69563,2,5,5,,1
69564,1,37,4,,1
69565,2,6,2,,2
69566,1,80,2,,2
69567,2,10,3,,1
69568,2,11,4,,1
69569,2,61,5,,1
69570,1,8,3,,1
69571,1,19,5,,1
69572,2,42,5,2,1
69573,2,53,4,,1
69574,2,48,3,,1
69575,2,12,4,,1
69576,1,2,4,,1
69577,1,52,4,,1
69578,2,6,1,,1
69579,2,4,5,,1
69580,1,23,4,,1
69581,1,23,4,,1
69582,2,30,2,2,2
69583,2,4,5,,1
69584,2,0,5,,1
69585,2,4,3,,1
69586,1,2,4,,1
69587,1,77,5,,1
69588,2,10,3,,1
69589,1,0,3,,1
69590,2,19,4,,1
69591,2,27,3,2,1
69592,1,16,1,,1
69593,2,1,4,,1
69594,1,31,3,,1
69595,2,3,3,,1
69596,1,64,4,,1
69597,2,2,5,,1
69598,1,34,3,,1
69599,1,21,1,,2
69600,1,65,4,,1
69601,1,17,3,,1
69602,1,49,1,,1
69603,1,26,1,,2
69604,2,1,1,,2
69605,1,12,2,,1
69606,2,11,4,,1
69607,1,40,5,,1
69608,1,75,4,,1
69609,1,4,4,,1
69610,1,20,5,,1
69611,2,8,5,,1
69612,2,15,3,,1
69613,2,27,5,2,1
69614,1,3,3,,1
69615,2,12,1,,1
69616,2,26,3,2,1
69617,2,25,3,2,1
69618,2,64,3,,1
69619,2,41,4,2,1
69620,1,49,2,,1
69621,1,35,4,,1
69622,1,58,3,,1
69623,1,4,1,,1
69624,1,67,5,,1
69625,1,29,3,,1
69626,1,53,3,,1
69627,2,13,4,,1
69628,1,9,1,,2
69629,2,16,3,,1
69630,1,23,1,,1
69631,1,80,3,,1
69632,1,44,2,,1
69633,1,38,1,,1
69634,2,14,2,,1
69635,2,56,3,,1
69636,1,2,2,,1
69637,2,58,3,,1
69638,2,5,3,,1
69639,1,48,4,,1
69640,2,23,4,2,1
69641,2,23,3,2,1
69642,1,19,4,,1
69643,2,0,1,,1
69644,2,64,5,,1
69645,2,71,3,,1
69646,1,9,3,,1
69647,1,36,3,,1
69648,1,80,3,,1
69649,1,27,5,,1
69650,1,48,3,,1
69651,1,15,4,,1
69652,2,74,5,,1
69653,1,28,3,,1
69654,1,20,4,,1
69655,2,80,3,,1
69656,1,62,4,,1
69657,2,4,5,,1
69658,1,73,4,,1
69659,2,12,3,,1
69660,1,66,4,,1
69661,2,57,5,,1
69662,2,7,1,,2
69663,1,3,3,,1
69664,1,3,5,,1
69665,2,50,4,,1
69666,2,70,3,,1
69667,2,63,3,,1
69668,1,61,3,,1
69669,2,66,4,,1
69670,2,80,3,,1
69671,2,58,2,,2
69672,1,69,5,,1
69673,2,2,4,,1
69674,1,60,4,,1
69675,2,58,3,,1
69676,1,5,2,,1
69677,1,13,4,,1
69678,2,1,1,,1
69679,1,26,4,,1
69680,1,37,4,,1
69681,1,4,4,,1
69682,1,67,2,,2
69683,1,8,4,,1
69684,1,65,2,,2
69685,2,17,1,,1
69686,1,5,1,,2
69687,2,47,3,,1
69688,1,42,4,,1
69689,1,51,5,,1
69690,2,2,3,,1
69691,2,36,3,2,1
69692,1,50,4,,1
69693,2,37,1,2,1
69694,1,15,4,,1
69695,1,80,4,,1
69696,2,56,3,,1
69697,2,22,4,2,1
69698,1,49,4,,1
69699,1,11,4,,1
69700,2,27,2,3,1
69701,1,52,4,,1
69702,1,42,3,,1
69703,1,0,4,,1
69704,1,30,3,,1
69705,1,42,4,,1
69706,2,9,5,,1
69707,2,4,4,,1
69708,1,14,1,,2
69709,2,62,3,,1
69710,2,28,3,2,1
69711,2,51,4,,1
69712,1,31,5,,1
69713,1,17,2,,1
69714,1,18,4,,1
69715,2,43,4,2,1
69716,2,63,3,,1
69717,1,3,1,,1
69718,2,15,3,,1
69719,1,3,3,,1
69720,2,3,4,,1
69721,2,22,4,2,1
69722,1,7,4,,1
69723,2,9,3,,1
69724,1,58,3,,1
69725,1,5,3,,1
69726,1,53,3,,1
69727,1,4,5,,1
69728,1,35,5,,1
69729,2,3,4,,1
69730,2,70,4,,1
69731,2,19,4,,1
69732,1,33,5,,1
69733,1,67,4,,1
69734,1,26,3,,1
69735,1,20,5,,1
69736,2,21,4,2,1
69737,1,31,1,,1
69738,2,51,3,,1
69739,2,21,4,2,1
69740,2,66,3,,1
69741,1,10,1,,2
69742,1,4,5,,1
69743,1,46,3,,1
69744,1,12,4,,1
69745,2,50,3,,1
69746,2,43,3,2,1
69747,2,34,4,2,1
69748,2,50,3,,1
69749,1,12,2,,1
69750,1,44,3,,1
69751,2,0,1,,1
69752,2,79,3,,1
69753,2,63,1,,1
69754,1,80,4,,1
69755,2,65,3,,1
69756,1,2,4,,1
69757,1,19,5,,1
69758,2,42,3,2,1
69759,1,51,3,,1
69760,1,5,4,,1
69761,2,80,4,,1
69762,1,15,1,,2
69763,2,6,4,,1
69764,2,22,4,2,1
69765,2,65,2,,2
69766,2,4,2,,1
69767,1,56,5,,1
69768,2,20,4,2,1
69769,2,0,3,,1
69770,2,24,4,2,1
69771,1,3,5,,1
69772,2,3,4,,1
69773,1,40,4,,1
69774,1,54,2,,2
69775,1,8,2,,1
69776,1,57,1,,2
69777,2,60,1,,1
69778,1,42,1,,2
69779,1,13,3,,1
69780,1,9,3,,1
69781,1,0,3,,1
69782,1,52,4,,1
69783,2,66,5,,1
69784,1,69,4,,1
69785,2,80,3,,1
69786,2,1,3,,1
69787,2,57,2,,1
69788,1,14,2,,2
69789,2,53,4,,1
69790,1,12,5,,1
69791,2,63,3,,1
69792,1,5,4,,1
69793,1,35,5,,1
69794,1,9,2,,1
69795,2,80,4,,1
69796,2,3,4,,1
69797,2,31,3,1,1
69798,2,21,3,2,1
69799,2,8,4,,1
69800,1,10,5,,1
69801,2,3,5,,1
69802,2,17,3,,1
69803,1,44,5,,1
69804,1,6,3,,1
69805,1,1,5,,1
69806,1,75,5,,1
69807,2,61,4,,1
69808,1,80,4,,1
69809,1,4,4,,1
69810,2,14,2,,2
69811,1,59,3,,1
69812,2,80,3,,1
69813,2,30,4,2,1
69814,2,15,2,,2
69815,2,70,4,,1
69816,2,20,4,2,1
69817,1,33,5,,1
69818,2,19,5,,1
69819,2,11,3,,1
69820,2,6,1,,1
69821,2,66,4,,1
69822,1,64,5,,1
69823,2,55,4,,1
69824,1,64,5,,1
69825,2,43,3,2,1
69826,1,3,3,,1
69827,1,30,2,,2
69828,2,18,4,,1
69829,1,18,4,,1
69830,2,4,2,,2
69831,2,80,5,,1
69832,1,61,4,,1
69833,2,73,3,,1
69834,2,37,5,3,1
69835,2,80,3,,1
69836,1,1,3,,1
69837,2,9,1,,2
69838,1,31,2,,1
69839,2,8,1,,2
69840,1,67,4,,1
69841,1,16,1,,2
69842,1,37,1,,2
69843,1,40,5,,1
69844,1,6,1,,2
69845,2,15,3,,1
69846,1,23,3,,1
69847,1,80,5,,1
69848,1,70,4,,1
69849,1,70,4,,1
69850,2,10,1,,1
69851,2,31,5,2,1
69852,2,80,3,,1
69853,1,10,4,,1
69854,1,65,5,,1
69855,2,41,5,2,1
69856,1,37,3,,1
69857,1,16,5,,1
69858,1,65,4,,1
69859,2,2,4,,1
69860,2,18,4,,1
69861,2,73,4,,1
69862,2,35,3,2,1
69863,1,43,3,,1
69864,1,52,4,,1
69865,2,4,3,,1
69866,1,63,5,,1
69867,2,50,4,,1
69868,1,40,1,,2
69869,2,36,2,2,2
69870,1,68,3,,1
69871,2,1,1,,2
69872,1,39,3,,1
69873,1,22,4,,1
69874,2,3,3,,1
69875,2,45,5,,1
69876,2,36,1,2,2
69877,2,38,5,2,1
69878,2,15,5,,1
69879,1,22,3,,1
69880,2,34,3,2,1
69881,1,12,2,,1
69882,2,14,4,,1
69883,2,14,1,,2
69884,1,56,5,,1
69885,2,42,4,2,1
69886,2,5,2,,1
69887,2,23,4,2,1
69888,1,36,3,,1
69889,1,13,4,,1
69890,1,5,3,,1
69891,1,79,4,,1
69892,2,63,4,,1
69893,1,22,3,,1
69894,2,3,3,,1
69895,1,17,3,,1
69896,1,49,3,,1
69897,2,1,1,,1
69898,1,71,3,,1
69899,2,33,4,2,1
69900,2,40,1,2,1
69901,1,17,1,,1
69902,2,48,4,,1
69903,1,3,1,,2
69904,2,16,2,,1
69905,1,65,5,,1
69906,1,42,1,,2
69907,1,8,1,,2
69908,2,0,4,,1
69909,2,15,5,,1
69910,1,20,3,,1
69911,2,80,2,,1
69912,2,8,4,,1
69913,2,64,5,,1
69914,1,11,3,,1
69915,1,6,4,,2
69916,2,22,2,2,1
69917,2,33,3,2,1
69918,2,11,4,,1
69919,1,31,3,,1
69920,2,9,5,,1
69921,1,75,4,,1
69922,1,42,1,,2
69923,1,57,3,,1
69924,1,80,3,,1
69925,2,80,1,,1
69926,2,11,2,,1
69927,2,2,2,,2
69928,2,63,4,,1
69929,1,6,5,,1
69930,2,27,3,2,1
69931,2,28,3,1,1
69932,2,21,3,2,1
69933,2,6,3,,1
69934,2,56,3,,1
69935,1,80,4,,1
69936,2,54,5,,1
69937,1,19,3,,1
69938,2,16,4,,1
69939,2,0,2,,1
69940,1,61,2,,1
69941,2,52,5,,1
69942,1,61,2,,1
69943,1,40,3,,1
69944,2,18,4,,1
69945,1,2,5,,1
69946,1,6,3,,1
69947,1,7,2,,2
69948,1,45,3,,1
69949,2,12,3,,1
69950,2,10,4,,1
69951,1,4,5,,1
69952,1,4,3,,1
69953,1,8,2,,2
69954,2,43,5,1,1
69955,1,10,5,,1
69956,1,3,3,,1
69957,1,32,2,,1
69958,1,12,3,,1
69959,2,51,2,,2
69960,2,14,3,,1
69961,2,56,3,,1
69962,1,69,1,,1
69963,2,20,4,2,1
69964,2,75,5,,1
69965,2,27,5,2,1
69966,1,3,4,,1
69967,1,8,3,,1
69968,1,16,3,,1
69969,1,11,1,,1
69970,2,13,5,,1
69971,2,2,3,,1
69972,1,79,3,,1
69973,2,55,3,,1
69974,1,22,4,,1
69975,2,80,3,,1
69976,1,61,2,,2
69977,2,12,2,,2
69978,2,13,4,,1
69979,2,36,4,3,1
69980,2,0,2,,2
69981,1,62,3,,1
69982,2,8,3,,1
69983,1,38,3,,1
69984,2,16,1,,1
69985,2,73,3,,1
69986,1,14,1,,2
69987,2,3,1,,1
69988,1,14,1,,1
69989,2,75,2,,2
69990,2,23,4,2,1
69991,2,56,3,,1
69992,2,23,3,2,1
69993,2,40,2,2,1
69994,2,21,5,2,1
69995,1,18,1,,2
69996,2,40,4,2,1
69997,1,46,4,,1
69998,1,17,4,,1
69999,2,29,4,2,1
70000,2,59,4,,1
70001,2,61,5,,1
70002,2,9,2,,2
70003,1,3,5,,1
70004,1,12,3,,1
70005,1,80,3,,1
70006,1,29,2,,1
70007,2,4,4,,1
70008,2,55,3,,1
70009,1,26,3,,1
70010,2,58,5,,1
70011,1,14,5,,1
70012,1,0,4,,1
70013,1,70,4,,1
70014,1,32,3,,1
70015,1,57,4,,1
70016,2,72,3,,1
70017,2,14,4,,1
70018,1,28,5,,1
70019,1,38,4,,1
70020,2,21,5,3,1
70021,2,10,3,,1
70022,2,2,5,,1
70023,2,9,4,,1
70024,2,9,4,,1
70025,2,16,2,,1
70026,1,31,4,,1
70027,1,7,1,,1
70028,2,2,3,,1
70029,1,16,4,,1
70030,2,61,5,,1
70031,2,63,4,,1
70032,1,80,5,,1
70033,2,53,3,,1
70034,2,4,4,,1
70035,2,65,3,,1
70036,2,7,2,,1
70037,2,1,2,,1
70038,1,20,2,,1
70039,2,9,3,,1
70040,1,3,5,,1
70041,2,80,5,,1
70042,2,2,3,,1
70043,2,12,3,,1
70044,1,9,4,,1
70045,2,35,3,2,1
70046,1,55,3,,1
70047,2,19,4,,1
70048,2,11,4,,1
70049,1,41,5,,1
70050,2,49,4,,1
70051,1,10,4,,1
70052,2,28,5,2,1
70053,1,20,3,,1
70054,1,38,1,,2
70055,2,47,3,,1
70056,1,3,5,,1
70057,2,7,1,,2
70058,1,38,5,,1
70059,2,74,3,,1
70060,1,2,4,,1
70061,1,65,4,,1
70062,2,75,3,,1
70063,2,43,4,2,1
70064,2,38,3,2,1
70065,2,31,3,2,1
70066,1,47,4,,1
70067,1,5,3,,1
70068,2,8,4,,1
70069,2,50,1,,2
70070,2,2,4,,1
70071,1,0,1,,2
70072,1,53,4,,1
70073,1,19,3,,1
70074,1,16,1,,2
70075,2,31,5,2,1
70076,1,14,5,,1
70077,2,58,5,,1
70078,2,33,1,2,2
70079,2,1,2,,1
70080,2,32,5,2,1
70081,2,19,4,,1
70082,2,29,4,2,1
70083,2,24,3,3,1
70084,1,66,4,,1
70085,2,6,3,,1
70086,1,18,1,,1
70087,2,7,4,,1
70088,1,47,5,,1
70089,1,0,1,,1
70090,2,7,3,,1
70091,2,4,3,,1
70092,1,24,5,,1
70093,1,14,4,,1
70094,2,36,3,1,1
70095,2,59,5,,1
70096,2,77,3,,1
70097,2,7,3,,1
70098,2,0,2,,1
70099,1,17,3,,1
70100,2,11,4,,1
70101,2,45,4,,1
70102,1,68,3,,1
70103,2,56,3,,1
70104,2,34,5,2,1
70105,1,25,2,,1
70106,1,18,3,,1
70107,2,0,4,,1
70108,2,11,3,,1
70109,1,57,2,,1
70110,2,0,4,,1
70111,1,56,4,,1
70112,2,9,3,,1
70113,1,28,1,,2
70114,1,39,5,,1
70115,2,36,1,2,2
70116,1,0,3,,1
70117,1,46,3,,1
70118,2,80,3,,1
70119,1,19,3,,1
70120,2,70,3,,1
70121,2,33,3,2,1
70122,2,37,3,2,1
70123,2,45,5,,1
70124,2,16,4,,1
70125,1,30,4,,1
70126,1,2,4,,1
70127,2,26,3,2,1
70128,1,24,3,,1
70129,1,35,3,,1
70130,1,42,4,,1
70131,2,53,4,,1
70132,1,62,4,,1
70133,1,30,3,,1
70134,2,47,3,,1
70135,1,2,1,,2
70136,1,39,5,,1
70137,1,17,2,,1
70138,1,6,5,,1
70139,2,10,4,,1
70140,1,3,3,,1
70141,1,0,2,,2
70142,2,69,3,,1
70143,2,40,5,2,1
70144,1,12,1,,1
70145,2,49,4,,1
70146,2,12,5,,1
70147,1,14,5,,1
70148,1,30,5,,1
70149,1,13,5,,1
70150,1,39,3,,1
70151,2,80,3,,1
70152,2,50,3,,1
70153,1,57,3,,1
70154,1,0,5,,1
70155,1,18,5,,1
70156,2,80,3,,1
70157,2,1,4,,1
70158,2,53,4,,1
70159,1,13,4,,1
70160,2,61,2,,2
70161,1,34,1,,2
70162,1,34,4,,1
70163,2,53,3,,1
70164,2,46,3,,1
70165,2,18,2,,2
70166,1,20,3,,1
70167,2,47,5,,1
70168,1,73,3,,1
70169,2,23,5,2,1
70170,2,59,4,,1
70171,2,30,3,2,1
70172,2,11,5,,1
70173,2,2,2,,1
70174,1,54,3,,1
70175,2,62,4,,1
70176,2,23,1,2,1
70177,2,20,3,2,1
70178,2,6,3,,1
70179,1,4,4,,1
70180,1,4,4,,1
70181,1,6,1,,1
70182,1,14,5,,1
70183,2,37,1,2,2
70184,1,16,4,,1
70185,2,4,2,,1
70186,1,48,4,,1
70187,1,15,5,,1
70188,1,34,5,,1
70189,2,20,1,3,2
70190,1,9,1,,1
70191,2,52,2,,2
70192,2,22,5,2,1
70193,2,17,2,,1
70194,2,29,5,2,1
70195,1,79,4,,1
70196,1,37,1,,2
70197,1,0,2,,1
70198,2,62,4,,1
70199,1,7,3,,1
70200,1,52,3,,1
70201,2,26,3,3,1
70202,1,22,5,,1
70203,1,46,5,,1
70204,2,20,4,2,1
70205,2,7,3,,1
70206,2,34,5,2,1
70207,2,8,3,,1
70208,1,2,3,,1
70209,2,31,3,2,1
70210,1,47,1,,1
70211,2,80,3,,1
